person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
39.0,male,Master,101281.0,15,RENT,10000.0,EDUCATION,16.4,0.1,14.0,733,No,1
24.0,male,Master,48697.0,2,MORTGAGE,5000.0,DEBTCONSOLIDATION,11.11,0.1,2.0,635,No,0
29.0,male,Bachelor,79076.0,7,MORTGAGE,2500.0,EDUCATION,9.62,0.03,6.0,575,No,0
32.0,female,Associate,91033.0,9,MORTGAGE,3000.0,HOMEIMPROVEMENT,8.3,0.03,6.0,639,No,0
24.0,male,Bachelor,40759.0,0,RENT,3479.0,HOMEIMPROVEMENT,9.01,0.09,3.0,695,No,1
23.0,male,Bachelor,72789.0,0,MORTGAGE,8000.0,EDUCATION,7.95,0.11,4.0,623,Yes,0
22.0,female,Associate,42404.0,0,OWN,4000.0,VENTURE,10.52,0.09,3.0,475,Yes,0
43.0,male,Associate,66965.0,16,OWN,2000.0,VENTURE,12.53,0.03,11.0,659,No,0
29.0,female,High School,265854.0,4,MORTGAGE,8423.0,DEBTCONSOLIDATION,11.52,0.03,4.0,662,No,0
28.0,male,Bachelor,90935.0,4,RENT,5625.0,VENTURE,6.91,0.06,5.0,626,Yes,0
26.0,male,Associate,301199.0,3,MORTGAGE,15000.0,EDUCATION,7.49,0.05,2.0,662,No,0
22.0,female,Associate,31907.0,0,OWN,3500.0,VENTURE,12.18,0.11,2.0,561,Yes,0
26.0,male,High School,50111.0,4,RENT,3000.0,DEBTCONSOLIDATION,12.42,0.06,3.0,540,Yes,0
30.0,male,Master,83613.0,5,RENT,11517.0,VENTURE,13.23,0.14,8.0,689,No,1
36.0,female,Bachelor,90820.0,13,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.75,0.11,12.0,696,Yes,0
28.0,female,Master,64600.0,3,RENT,12000.0,MEDICAL,14.72,0.19,8.0,689,Yes,0
26.0,female,Associate,79357.0,3,RENT,7000.0,EDUCATION,11.01,0.09,2.0,658,No,0
21.0,male,Bachelor,64777.0,0,RENT,3000.0,EDUCATION,11.01,0.05,4.0,651,No,0
28.0,female,Master,145223.0,5,MORTGAGE,8000.0,PERSONAL,15.62,0.06,7.0,702,No,0
39.0,male,High School,81617.0,17,RENT,24000.0,VENTURE,15.31,0.29,11.0,709,No,1
34.0,female,Bachelor,37163.0,11,RENT,3596.0,MEDICAL,7.13,0.1,6.0,637,No,1
22.0,female,High School,34624.0,0,RENT,4200.0,MEDICAL,9.91,0.12,4.0,589,No,1
22.0,male,Master,36987.0,0,RENT,8050.0,EDUCATION,12.69,0.22,2.0,674,No,1
24.0,male,Bachelor,93646.0,0,RENT,3350.0,PERSONAL,11.01,0.04,3.0,619,Yes,0
42.0,female,Associate,61898.0,20,RENT,4200.0,PERSONAL,7.49,0.07,11.0,680,Yes,0
26.0,male,Bachelor,101033.0,2,MORTGAGE,28000.0,MEDICAL,15.62,0.28,2.0,648,No,1
22.0,male,High School,36780.0,0,MORTGAGE,5500.0,PERSONAL,10.99,0.15,3.0,592,Yes,0
22.0,male,Associate,68228.0,0,MORTGAGE,4750.0,PERSONAL,7.14,0.07,2.0,641,No,0
28.0,male,High School,35104.0,3,RENT,8700.0,VENTURE,14.61,0.25,8.0,637,No,1
30.0,male,High School,72832.0,8,RENT,19023.0,MEDICAL,8.82,0.26,8.0,662,No,1
22.0,female,Bachelor,92016.0,0,RENT,12000.0,EDUCATION,7.9,0.13,4.0,715,No,0
28.0,male,High School,41526.0,6,RENT,10000.0,EDUCATION,15.58,0.24,6.0,621,Yes,0
34.0,female,High School,51374.0,12,RENT,6000.0,VENTURE,10.88,0.12,8.0,671,Yes,0
24.0,male,High School,77999.0,3,MORTGAGE,14500.0,PERSONAL,5.42,0.19,2.0,659,No,1
37.0,female,High School,84812.0,10,MORTGAGE,25000.0,MEDICAL,9.76,0.29,12.0,662,No,0
26.0,male,High School,156829.0,1,MORTGAGE,6000.0,DEBTCONSOLIDATION,8.86,0.04,6.0,609,Yes,0
35.0,female,Bachelor,210784.0,16,MORTGAGE,15000.0,HOMEIMPROVEMENT,9.38,0.07,15.0,695,Yes,0
34.0,female,Bachelor,55979.0,12,MORTGAGE,10000.0,VENTURE,6.62,0.18,6.0,637,Yes,0
23.0,female,Master,96788.0,1,RENT,21000.0,MEDICAL,11.99,0.22,3.0,648,Yes,0
22.0,female,Bachelor,72786.0,0,MORTGAGE,2500.0,EDUCATION,6.99,0.03,3.0,652,Yes,0
23.0,male,Associate,41006.0,0,RENT,1800.0,MEDICAL,11.99,0.04,3.0,647,Yes,0
23.0,male,Associate,33561.0,0,RENT,6000.0,EDUCATION,11.66,0.18,3.0,637,Yes,0
23.0,male,High School,39252.0,0,RENT,9600.0,PERSONAL,13.48,0.24,3.0,603,No,1
30.0,male,Associate,73153.0,6,RENT,1948.0,PERSONAL,12.52,0.03,8.0,615,No,0
29.0,female,Associate,37051.0,5,RENT,1500.0,HOMEIMPROVEMENT,12.11,0.04,8.0,586,No,1
25.0,male,High School,110319.0,1,RENT,20000.0,EDUCATION,14.35,0.18,3.0,572,Yes,0
33.0,female,Associate,21199.0,11,RENT,3459.0,HOMEIMPROVEMENT,8.36,0.16,10.0,668,No,1
25.0,male,High School,58831.0,1,MORTGAGE,20000.0,PERSONAL,11.79,0.34,7.0,675,No,0
25.0,male,Master,137020.0,0,OWN,2612.0,VENTURE,11.43,0.02,5.0,623,Yes,0
40.0,female,Associate,139172.0,15,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.11,0.07,11.0,688,No,1
24.0,female,Bachelor,58809.0,3,RENT,6000.0,EDUCATION,11.01,0.1,3.0,717,No,0
24.0,male,Bachelor,98138.0,2,RENT,5000.0,MEDICAL,5.42,0.05,3.0,552,Yes,0
28.0,female,Associate,59242.0,3,RENT,12000.0,VENTURE,12.87,0.2,10.0,622,Yes,0
22.0,male,Master,99633.0,0,MORTGAGE,20000.0,EDUCATION,9.88,0.2,4.0,652,Yes,0
34.0,male,High School,90775.0,12,OWN,14000.0,MEDICAL,9.91,0.15,5.0,607,No,0
28.0,male,High School,38396.0,5,MORTGAGE,15000.0,EDUCATION,8.01,0.39,6.0,696,No,0
28.0,female,Associate,73219.0,7,MORTGAGE,1500.0,MEDICAL,11.01,0.02,6.0,681,Yes,0
21.0,male,Associate,43039.0,0,RENT,7200.0,DEBTCONSOLIDATION,12.69,0.17,3.0,647,No,0
36.0,female,Associate,108834.0,12,RENT,30000.0,PERSONAL,15.99,0.28,11.0,610,No,1
33.0,female,Associate,38390.0,12,OWN,2500.0,VENTURE,8.38,0.07,9.0,700,Yes,0
28.0,female,Bachelor,37154.0,6,RENT,4200.0,VENTURE,15.23,0.11,7.0,634,Yes,0
45.0,male,Doctorate,45165.0,25,RENT,20000.0,HOMEIMPROVEMENT,11.71,0.44,15.0,579,No,1
24.0,male,High School,103183.0,2,MORTGAGE,5281.0,EDUCATION,7.52,0.05,4.0,530,No,0
34.0,male,Associate,78779.0,12,RENT,1300.0,HOMEIMPROVEMENT,6.54,0.02,7.0,588,Yes,0
26.0,male,Bachelor,91555.0,4,RENT,17663.0,EDUCATION,16.84,0.19,7.0,484,No,1
29.0,female,High School,139272.0,8,MORTGAGE,5000.0,HOMEIMPROVEMENT,6.32,0.04,9.0,635,Yes,0
29.0,male,Master,49278.0,6,OTHER,15000.0,DEBTCONSOLIDATION,16.63,0.3,10.0,537,No,1
27.0,male,Master,102754.0,5,MORTGAGE,7500.0,VENTURE,10.66,0.07,4.0,699,Yes,0
31.0,female,High School,51503.0,5,RENT,8447.0,MEDICAL,8.92,0.16,8.0,578,No,0
23.0,male,Associate,73039.0,0,RENT,24000.0,PERSONAL,7.66,0.33,4.0,578,No,1
22.0,female,Bachelor,82489.0,0,MORTGAGE,10000.0,PERSONAL,10.74,0.12,2.0,692,Yes,0
23.0,female,Master,138612.0,1,RENT,10800.0,PERSONAL,14.65,0.08,4.0,548,Yes,0
22.0,male,Bachelor,127871.0,4,MORTGAGE,8000.0,PERSONAL,11.49,0.06,2.0,678,Yes,0
24.0,female,Master,84797.0,2,MORTGAGE,6000.0,EDUCATION,15.23,0.07,4.0,522,Yes,0
36.0,male,Bachelor,18859.0,15,OWN,5000.0,PERSONAL,13.92,0.27,15.0,673,No,1
28.0,male,High School,19410.0,5,RENT,1200.0,EDUCATION,12.53,0.06,8.0,578,Yes,0
24.0,male,Associate,64159.0,3,MORTGAGE,8000.0,DEBTCONSOLIDATION,10.97,0.12,4.0,642,No,0
22.0,male,Master,54475.0,0,RENT,3200.0,PERSONAL,11.01,0.06,4.0,674,No,0
23.0,male,Associate,35614.0,0,MORTGAGE,8000.0,EDUCATION,12.22,0.22,2.0,526,Yes,0
21.0,male,High School,32599.0,0,RENT,3500.0,DEBTCONSOLIDATION,8.49,0.11,3.0,647,No,1
29.0,female,Bachelor,148624.0,7,RENT,6500.0,EDUCATION,11.01,0.04,10.0,716,No,0
49.0,female,Associate,109015.0,23,RENT,12000.0,EDUCATION,11.01,0.11,16.0,649,Yes,0
27.0,female,High School,43108.0,3,RENT,10000.0,VENTURE,8.49,0.23,6.0,674,Yes,0
34.0,female,Master,82603.0,11,RENT,7200.0,PERSONAL,11.01,0.09,9.0,656,No,0
23.0,male,Associate,34527.0,1,MORTGAGE,4000.0,EDUCATION,6.92,0.12,4.0,691,Yes,0
22.0,male,Associate,55906.0,1,RENT,6200.0,DEBTCONSOLIDATION,11.01,0.11,3.0,625,No,1
30.0,female,Bachelor,116038.0,8,RENT,17071.0,PERSONAL,10.77,0.15,9.0,512,Yes,0
36.0,male,Master,60990.0,14,MORTGAGE,16000.0,MEDICAL,13.48,0.26,15.0,703,Yes,0
26.0,male,High School,109286.0,6,MORTGAGE,5175.0,HOMEIMPROVEMENT,11.99,0.05,2.0,647,No,0
25.0,female,Associate,73199.0,1,RENT,8000.0,EDUCATION,5.82,0.11,3.0,588,Yes,0
26.0,male,Associate,90869.0,5,MORTGAGE,7200.0,DEBTCONSOLIDATION,15.23,0.08,4.0,663,Yes,0
32.0,female,Bachelor,173575.0,11,MORTGAGE,21000.0,DEBTCONSOLIDATION,10.56,0.12,13.0,695,No,0
22.0,female,High School,61827.0,0,MORTGAGE,6000.0,MEDICAL,5.79,0.1,2.0,563,Yes,0
22.0,female,Bachelor,109923.0,0,RENT,8000.0,PERSONAL,11.86,0.07,3.0,624,Yes,0
28.0,female,High School,75472.0,6,RENT,7200.0,PERSONAL,12.99,0.1,9.0,611,Yes,0
27.0,male,High School,90783.0,2,MORTGAGE,5000.0,HOMEIMPROVEMENT,11.49,0.06,6.0,593,No,1
32.0,male,Associate,63499.0,11,MORTGAGE,2541.0,HOMEIMPROVEMENT,9.38,0.04,10.0,562,Yes,0
22.0,male,High School,66125.0,4,MORTGAGE,3000.0,DEBTCONSOLIDATION,10.0,0.05,3.0,627,Yes,0
25.0,male,High School,61329.0,2,RENT,10000.0,EDUCATION,7.49,0.16,3.0,703,Yes,0
26.0,female,Associate,121083.0,1,MORTGAGE,2000.0,HOMEIMPROVEMENT,5.42,0.02,2.0,606,Yes,0
24.0,male,Associate,71594.0,3,RENT,10000.0,MEDICAL,18.25,0.14,4.0,655,No,1
25.0,female,Master,23865.0,6,RENT,8875.0,HOMEIMPROVEMENT,10.65,0.37,4.0,588,No,1
32.0,female,Bachelor,178028.0,13,MORTGAGE,4467.0,HOMEIMPROVEMENT,6.56,0.03,7.0,645,No,0
23.0,male,Associate,46149.0,0,RENT,8000.0,EDUCATION,14.18,0.17,2.0,468,Yes,0
26.0,female,Master,61174.0,6,RENT,10000.0,PERSONAL,7.02,0.16,3.0,630,Yes,0
24.0,female,High School,90464.0,2,MORTGAGE,17000.0,DEBTCONSOLIDATION,11.88,0.19,4.0,628,No,0
31.0,female,Bachelor,76215.0,10,RENT,20000.0,VENTURE,11.81,0.26,7.0,717,No,1
25.0,female,High School,120678.0,6,RENT,9000.0,MEDICAL,11.34,0.07,4.0,613,Yes,0
24.0,male,Bachelor,68539.0,0,RENT,14000.0,MEDICAL,12.61,0.2,2.0,617,No,0
27.0,male,Bachelor,22749.0,5,RENT,2678.0,PERSONAL,9.96,0.12,5.0,682,No,0
23.0,female,High School,19859.0,0,OWN,2000.0,PERSONAL,6.39,0.1,3.0,491,Yes,0
27.0,female,Bachelor,67171.0,2,RENT,4000.0,EDUCATION,9.18,0.06,9.0,669,No,0
29.0,male,High School,72748.0,5,MORTGAGE,5000.0,PERSONAL,11.01,0.07,8.0,589,Yes,0
22.0,male,Associate,47027.0,0,MORTGAGE,8500.0,PERSONAL,7.14,0.18,3.0,662,Yes,0
31.0,female,Bachelor,63004.0,8,RENT,19000.0,EDUCATION,14.83,0.3,10.0,555,No,1
32.0,female,Associate,42835.0,7,MORTGAGE,10000.0,EDUCATION,6.03,0.23,6.0,650,No,0
22.0,female,Bachelor,174540.0,0,RENT,18000.0,DEBTCONSOLIDATION,13.72,0.1,3.0,599,No,0
27.0,female,Master,21811.0,4,RENT,1000.0,VENTURE,7.56,0.05,5.0,602,Yes,0
24.0,male,Associate,97123.0,2,MORTGAGE,18000.0,HOMEIMPROVEMENT,7.9,0.19,2.0,683,No,0
27.0,male,Bachelor,90941.0,2,RENT,8000.0,EDUCATION,13.49,0.09,5.0,647,Yes,0
32.0,female,Master,46722.0,6,OWN,4000.0,VENTURE,14.65,0.09,9.0,667,No,0
23.0,female,High School,34597.0,0,OWN,7000.0,VENTURE,9.99,0.2,4.0,570,Yes,0
33.0,female,Master,80063.0,7,RENT,6400.0,VENTURE,14.96,0.08,6.0,664,No,1
24.0,female,High School,67178.0,0,MORTGAGE,5500.0,VENTURE,8.6,0.08,3.0,637,Yes,0
22.0,female,Bachelor,42293.0,0,RENT,5000.0,DEBTCONSOLIDATION,12.73,0.12,3.0,591,No,1
26.0,female,High School,59836.0,5,RENT,12000.0,DEBTCONSOLIDATION,13.96,0.2,6.0,604,No,1
30.0,female,High School,118070.0,5,MORTGAGE,5448.0,DEBTCONSOLIDATION,16.13,0.05,6.0,601,No,1
27.0,male,Associate,88695.0,5,MORTGAGE,2100.0,MEDICAL,6.76,0.02,5.0,660,No,0
23.0,female,Bachelor,133117.0,2,MORTGAGE,7800.0,VENTURE,11.01,0.06,4.0,559,Yes,0
37.0,male,Master,35610.0,10,RENT,6725.0,PERSONAL,8.88,0.19,16.0,680,Yes,0
30.0,female,High School,144597.0,9,MORTGAGE,9500.0,HOMEIMPROVEMENT,8.94,0.07,10.0,610,Yes,0
22.0,male,Bachelor,61545.0,0,RENT,7500.0,DEBTCONSOLIDATION,13.22,0.12,3.0,663,Yes,0
29.0,female,Associate,49014.0,5,MORTGAGE,8000.0,EDUCATION,8.59,0.16,10.0,642,Yes,0
33.0,male,Doctorate,38041.0,12,RENT,9950.0,DEBTCONSOLIDATION,12.99,0.26,8.0,585,No,1
34.0,male,High School,112065.0,12,RENT,13050.0,DEBTCONSOLIDATION,7.66,0.12,5.0,580,Yes,0
30.0,female,Bachelor,12662.0,8,RENT,1500.0,DEBTCONSOLIDATION,12.73,0.12,8.0,643,No,1
27.0,female,Master,49685.0,1,RENT,5000.0,MEDICAL,13.49,0.1,8.0,591,No,0
40.0,male,High School,46531.0,17,RENT,7000.0,DEBTCONSOLIDATION,15.99,0.15,16.0,648,No,1
36.0,male,High School,48757.0,10,RENT,11337.0,PERSONAL,15.8,0.23,11.0,641,Yes,0
24.0,female,Master,65471.0,0,MORTGAGE,5000.0,EDUCATION,14.3,0.08,3.0,639,Yes,0
23.0,female,High School,59301.0,0,RENT,6000.0,MEDICAL,9.32,0.1,3.0,577,Yes,0
23.0,male,Bachelor,103174.0,0,MORTGAGE,14000.0,EDUCATION,6.03,0.14,4.0,668,No,0
23.0,male,High School,101881.0,3,RENT,15000.0,DEBTCONSOLIDATION,11.34,0.15,4.0,502,Yes,0
27.0,male,High School,120997.0,5,MORTGAGE,16000.0,MEDICAL,6.54,0.13,5.0,655,Yes,0
25.0,female,Bachelor,38469.0,5,MORTGAGE,2400.0,HOMEIMPROVEMENT,17.58,0.06,4.0,547,No,1
35.0,female,High School,54789.0,15,RENT,10000.0,VENTURE,10.36,0.18,5.0,588,No,0
25.0,female,Bachelor,185905.0,2,MORTGAGE,12225.0,MEDICAL,7.49,0.07,3.0,611,No,0
24.0,female,High School,49161.0,2,RENT,1000.0,EDUCATION,6.91,0.02,4.0,694,No,0
23.0,female,High School,81467.0,5,MORTGAGE,5525.0,EDUCATION,6.99,0.07,4.0,690,Yes,0
25.0,female,Bachelor,17987.0,0,RENT,4000.0,DEBTCONSOLIDATION,12.06,0.22,3.0,581,No,1
32.0,male,Master,64995.0,10,RENT,9000.0,MEDICAL,5.79,0.14,6.0,706,Yes,0
28.0,male,High School,78754.0,3,MORTGAGE,8000.0,VENTURE,7.5,0.1,9.0,647,No,0
25.0,female,Associate,72889.0,4,MORTGAGE,6900.0,PERSONAL,9.99,0.09,2.0,629,Yes,0
30.0,male,Master,83951.0,5,MORTGAGE,10000.0,VENTURE,9.99,0.12,9.0,648,Yes,0
34.0,female,Bachelor,110217.0,13,RENT,4816.0,EDUCATION,12.67,0.04,12.0,624,Yes,0
25.0,male,Associate,169117.0,5,OTHER,4500.0,MEDICAL,12.87,0.03,4.0,618,No,0
37.0,male,Doctorate,101926.0,16,RENT,5000.0,HOMEIMPROVEMENT,10.0,0.05,16.0,701,No,0
30.0,female,High School,86426.0,7,RENT,9600.0,DEBTCONSOLIDATION,12.61,0.11,9.0,642,No,0
27.0,female,High School,97019.0,7,MORTGAGE,20000.0,PERSONAL,11.01,0.21,10.0,629,Yes,0
34.0,male,Bachelor,48056.0,9,RENT,10000.0,PERSONAL,15.7,0.21,7.0,667,No,0
24.0,female,High School,169360.0,4,MORTGAGE,6000.0,DEBTCONSOLIDATION,11.14,0.04,3.0,703,Yes,0
27.0,male,Bachelor,42850.0,6,RENT,11500.0,HOMEIMPROVEMENT,16.0,0.27,5.0,687,No,1
22.0,female,Associate,22867.0,3,OWN,3500.0,HOMEIMPROVEMENT,7.49,0.15,4.0,647,No,1
26.0,female,Associate,67056.0,5,MORTGAGE,10500.0,DEBTCONSOLIDATION,5.79,0.16,2.0,689,Yes,0
25.0,male,Associate,49328.0,4,RENT,5000.0,DEBTCONSOLIDATION,12.43,0.1,3.0,596,Yes,0
25.0,male,Associate,78765.0,2,MORTGAGE,10000.0,EDUCATION,12.99,0.13,2.0,653,No,0
24.0,male,Associate,45207.0,3,RENT,8379.0,MEDICAL,12.07,0.19,3.0,676,No,1
28.0,male,Master,50062.0,5,MORTGAGE,6700.0,EDUCATION,6.99,0.13,8.0,653,Yes,0
28.0,female,Bachelor,98119.0,6,MORTGAGE,6000.0,PERSONAL,6.17,0.06,8.0,667,Yes,0
37.0,female,High School,111472.0,14,RENT,21000.0,VENTURE,11.63,0.19,15.0,672,No,0
30.0,male,Bachelor,301207.0,9,RENT,20000.0,EDUCATION,13.09,0.07,10.0,638,Yes,0
30.0,male,Bachelor,121091.0,8,MORTGAGE,1926.0,MEDICAL,6.99,0.02,5.0,684,Yes,0
29.0,male,High School,70818.0,6,RENT,14000.0,PERSONAL,6.62,0.2,5.0,602,Yes,0
29.0,female,Master,86738.0,7,RENT,10000.0,MEDICAL,13.57,0.12,6.0,683,No,0
23.0,female,Associate,60842.0,2,MORTGAGE,10000.0,EDUCATION,6.03,0.16,4.0,684,No,0
31.0,female,Bachelor,51428.0,3,MORTGAGE,21000.0,EDUCATION,12.36,0.41,7.0,617,No,1
33.0,female,Bachelor,130406.0,8,MORTGAGE,7000.0,HOMEIMPROVEMENT,9.34,0.05,11.0,575,Yes,0
30.0,male,High School,61673.0,8,RENT,7500.0,PERSONAL,10.25,0.12,7.0,625,Yes,0
22.0,female,Bachelor,26635.0,2,RENT,2000.0,EDUCATION,14.22,0.08,3.0,690,Yes,0
25.0,female,Associate,63889.0,5,MORTGAGE,7000.0,HOMEIMPROVEMENT,5.79,0.11,4.0,660,No,0
21.0,male,High School,51376.0,0,RENT,1000.0,VENTURE,15.58,0.02,4.0,660,No,1
26.0,male,Master,100300.0,0,RENT,5450.0,VENTURE,7.9,0.05,3.0,605,Yes,0
35.0,female,High School,184776.0,15,MORTGAGE,9500.0,PERSONAL,11.99,0.05,10.0,653,No,0
27.0,male,High School,47103.0,4,MORTGAGE,15000.0,DEBTCONSOLIDATION,12.68,0.32,5.0,685,Yes,0
33.0,male,High School,58822.0,13,RENT,3600.0,VENTURE,8.46,0.06,7.0,623,Yes,0
42.0,male,Associate,119453.0,20,MORTGAGE,24250.0,MEDICAL,14.22,0.2,14.0,639,No,1
38.0,female,Bachelor,36871.0,15,MORTGAGE,10000.0,PERSONAL,11.22,0.27,17.0,598,No,0
27.0,male,Associate,67355.0,6,RENT,13727.0,MEDICAL,11.3,0.2,6.0,569,Yes,0
25.0,female,Associate,85071.0,2,MORTGAGE,10000.0,MEDICAL,5.42,0.12,4.0,549,Yes,0
55.0,male,Associate,90685.0,32,MORTGAGE,10000.0,PERSONAL,7.51,0.11,20.0,687,No,0
26.0,male,Associate,47665.0,4,MORTGAGE,10000.0,HOMEIMPROVEMENT,12.21,0.21,2.0,633,No,0
27.0,female,Associate,81248.0,6,MORTGAGE,4200.0,PERSONAL,11.01,0.05,5.0,674,No,0
21.0,male,Master,79826.0,0,MORTGAGE,3600.0,EDUCATION,15.99,0.05,3.0,654,No,0
23.0,female,Associate,35653.0,1,RENT,8000.0,VENTURE,18.3,0.22,2.0,602,No,1
24.0,female,Associate,28884.0,0,RENT,5000.0,PERSONAL,11.01,0.17,2.0,642,Yes,0
23.0,male,Master,49247.0,5,MORTGAGE,5000.0,MEDICAL,7.68,0.1,4.0,627,No,0
30.0,male,Bachelor,43982.0,7,MORTGAGE,3000.0,VENTURE,6.39,0.07,10.0,669,Yes,0
27.0,male,Associate,70505.0,9,MORTGAGE,2800.0,VENTURE,11.99,0.04,8.0,626,Yes,0
26.0,male,Doctorate,70598.0,7,RENT,12000.0,DEBTCONSOLIDATION,9.91,0.17,3.0,571,Yes,0
23.0,female,Bachelor,93805.0,0,RENT,3000.0,EDUCATION,9.63,0.03,2.0,661,No,0
34.0,female,Master,28708.0,14,RENT,6457.0,MEDICAL,12.18,0.22,12.0,648,Yes,0
24.0,male,Bachelor,82760.0,5,MORTGAGE,6000.0,EDUCATION,7.88,0.07,2.0,627,No,0
34.0,male,Bachelor,55156.0,12,MORTGAGE,3800.0,DEBTCONSOLIDATION,13.16,0.07,5.0,650,Yes,0
29.0,female,Bachelor,140149.0,8,RENT,7014.0,DEBTCONSOLIDATION,6.65,0.05,8.0,657,Yes,0
22.0,female,Associate,75538.0,0,OWN,5000.0,MEDICAL,9.99,0.07,4.0,687,No,0
27.0,male,High School,144961.0,4,MORTGAGE,16000.0,VENTURE,12.21,0.11,5.0,547,Yes,0
22.0,male,High School,73084.0,0,RENT,9000.0,DEBTCONSOLIDATION,11.86,0.12,4.0,458,Yes,0
22.0,female,Bachelor,52058.0,0,RENT,3200.0,EDUCATION,7.49,0.06,4.0,640,Yes,0
26.0,male,Associate,65489.0,1,MORTGAGE,4800.0,DEBTCONSOLIDATION,11.49,0.07,2.0,602,No,1
24.0,female,Bachelor,66836.0,1,MORTGAGE,15000.0,EDUCATION,9.97,0.22,3.0,643,Yes,0
26.0,female,Master,82841.0,4,RENT,12000.0,VENTURE,7.29,0.14,4.0,616,Yes,0
31.0,male,Master,144977.0,7,MORTGAGE,28000.0,DEBTCONSOLIDATION,8.9,0.19,6.0,692,No,0
27.0,female,Master,108490.0,5,MORTGAGE,12000.0,DEBTCONSOLIDATION,7.29,0.11,5.0,567,Yes,0
33.0,female,Associate,34679.0,12,RENT,4200.0,EDUCATION,13.14,0.12,8.0,722,No,0
26.0,male,Bachelor,66940.0,4,OWN,8000.0,EDUCATION,8.85,0.12,6.0,656,Yes,0
21.0,female,Associate,32471.0,0,RENT,2400.0,PERSONAL,11.58,0.07,4.0,545,No,1
25.0,male,Master,18934.0,3,OWN,2000.0,VENTURE,6.91,0.11,3.0,515,Yes,0
28.0,male,Associate,73038.0,6,MORTGAGE,20000.0,VENTURE,11.72,0.27,5.0,538,No,0
30.0,female,Associate,30413.0,7,RENT,5000.0,MEDICAL,6.91,0.16,7.0,627,No,0
28.0,female,Bachelor,54435.0,6,MORTGAGE,6000.0,VENTURE,8.0,0.11,9.0,697,No,0
25.0,female,Associate,56347.0,3,MORTGAGE,4000.0,PERSONAL,9.13,0.07,5.0,593,Yes,0
23.0,female,Bachelor,85021.0,0,MORTGAGE,10000.0,VENTURE,10.99,0.12,4.0,691,No,0
26.0,female,Bachelor,49146.0,3,RENT,12000.0,MEDICAL,7.88,0.24,2.0,522,Yes,0
26.0,female,Associate,71424.0,2,RENT,20000.0,EDUCATION,11.01,0.28,2.0,681,No,1
22.0,male,Bachelor,35828.0,2,RENT,4000.0,EDUCATION,15.33,0.11,4.0,568,No,1
23.0,male,Bachelor,39356.0,0,RENT,14125.0,MEDICAL,7.9,0.36,2.0,623,No,1
34.0,female,High School,97510.0,8,MORTGAGE,15000.0,HOMEIMPROVEMENT,12.73,0.15,10.0,656,Yes,0
45.0,male,Associate,29767.0,22,MORTGAGE,4000.0,VENTURE,13.49,0.13,13.0,619,Yes,0
24.0,female,Bachelor,29778.0,2,RENT,8975.0,MEDICAL,11.83,0.3,2.0,666,No,1
25.0,male,Associate,38354.0,1,RENT,4500.0,VENTURE,6.92,0.12,3.0,656,No,0
25.0,female,High School,61096.0,3,RENT,8500.0,HOMEIMPROVEMENT,15.29,0.14,4.0,546,Yes,0
26.0,female,Associate,58703.0,3,RENT,8000.0,DEBTCONSOLIDATION,9.96,0.14,3.0,651,No,0
26.0,male,Associate,76695.0,5,RENT,7000.0,VENTURE,14.84,0.09,2.0,712,No,0
27.0,female,Associate,51303.0,7,RENT,14000.0,VENTURE,9.96,0.27,5.0,642,No,1
23.0,female,Bachelor,37015.0,0,OWN,3000.0,PERSONAL,11.46,0.08,2.0,686,No,0
23.0,male,Associate,47996.0,3,RENT,10000.0,MEDICAL,11.99,0.21,2.0,696,No,1
22.0,male,High School,114047.0,0,MORTGAGE,20000.0,PERSONAL,8.88,0.18,2.0,572,Yes,0
33.0,male,High School,135905.0,6,RENT,6092.0,DEBTCONSOLIDATION,6.47,0.04,12.0,615,Yes,0
27.0,female,Associate,168926.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,11.01,0.06,6.0,655,No,0
29.0,male,Associate,53740.0,4,OWN,4800.0,HOMEIMPROVEMENT,7.05,0.09,7.0,671,Yes,0
27.0,female,Master,56404.0,8,RENT,13000.0,EDUCATION,14.59,0.23,10.0,615,Yes,0
28.0,female,Bachelor,88690.0,6,MORTGAGE,12000.0,PERSONAL,13.11,0.14,9.0,672,No,0
29.0,female,Master,179221.0,7,RENT,29550.0,EDUCATION,8.9,0.16,9.0,699,No,0
24.0,female,High School,85006.0,2,RENT,13000.0,EDUCATION,10.0,0.15,2.0,688,Yes,0
44.0,male,High School,83209.0,23,MORTGAGE,14300.0,PERSONAL,15.31,0.17,17.0,527,Yes,0
24.0,male,Master,27006.0,1,RENT,5981.0,HOMEIMPROVEMENT,13.19,0.22,2.0,573,No,1
23.0,male,Bachelor,40914.0,0,RENT,5500.0,MEDICAL,14.54,0.13,2.0,629,No,1
23.0,male,Bachelor,120936.0,0,MORTGAGE,10000.0,EDUCATION,12.87,0.08,4.0,518,Yes,0
24.0,female,Bachelor,121064.0,2,MORTGAGE,5000.0,PERSONAL,10.8,0.04,4.0,628,Yes,0
22.0,female,High School,89546.0,0,RENT,5050.0,VENTURE,5.42,0.06,4.0,560,Yes,0
